city,day,maxtemp_c,mintemp_c,avgtemp_c,maxwind_kph,totalprecip_mm,avgvis_km,avghumidity,uv,text,icon
Szczecin,2017-03-05,9.9,4.9,8.1,20.2,0.8,7.4,88.0,0.0,Thundery outbreaks possible,//cdn.weatherapi.com/weather/64x64/day/200.png
Pleszew,2018-11-22,2.4,-1.7,0.3,16.2,0.0,10.0,79.0,0.0,Light snow,//cdn.weatherapi.com/weather/64x64/day/326.png
Rawicz,2017-04-29,12.5,2.9,9.3,17.3,4.0,8.6,74.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Bialystok,2018-10-27,10.5,5.2,8.7,25.9,0.8,9.0,79.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Pleszew,2016-11-07,5.6,1.7,3.9,14.0,1.4,6.3,92.0,0.0,Light sleet,//cdn.weatherapi.com/weather/64x64/day/317.png
Bialystok,2017-10-28,7.7,2.7,6.4,32.4,10.3,8.0,89.0,0.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png
Wroclaw,2019-11-18,14.5,9.3,12.8,23.0,1.7,8.9,72.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Szczecin,2019-11-07,9.6,6.2,7.9,9.0,0.3,8.9,90.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Gostyn,2019-08-23,25.1,15.7,22.6,11.5,0.0,10.0,64.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Plock,2019-07-17,20.1,12.1,17.7,22.7,3.3,9.5,77.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Kutno,2016-10-07,9.5,3.3,7.5,13.0,3.7,8.8,84.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Plock,2018-04-10,22.8,11.0,19.2,18.0,0.6,10.0,61.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Jarocin,2018-08-28,20.8,15.6,19.2,16.9,0.3,10.0,62.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Pleszew,2019-08-20,26.0,17.1,23.3,23.0,4.1,9.5,62.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Plock,2019-02-08,3.7,0.0,1.8,23.4,0.2,9.0,92.0,0.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png
Plock,2020-05-25,15.7,8.8,13.7,12.2,7.2,7.9,82.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Lublin,2017-11-07,8.9,4.6,7.2,18.0,0.1,10.0,81.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Gostyn,2020-03-27,11.6,2.1,7.8,14.0,0.0,10.0,74.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Lublin,2017-04-07,9.9,1.7,6.9,12.2,1.3,8.8,73.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Rawicz,2018-03-16,1.3,-3.0,0.0,31.0,4.8,3.0,75.0,0.0,Blizzard,//cdn.weatherapi.com/weather/64x64/day/230.png
Kutno,2016-10-30,8.4,3.6,6.5,26.6,0.2,10.0,83.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Gostyn,2019-05-07,12.1,2.6,9.8,17.3,0.7,8.8,72.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Plock,2018-04-27,14.6,5.0,11.9,15.5,1.0,8.6,71.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Gostyn,2019-10-07,10.7,2.9,8.2,7.2,0.0,10.0,61.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Jarocin,2017-09-26,19.3,10.3,15.4,16.6,0.0,10.0,81.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Rawicz,2018-01-27,5.9,2.8,4.5,13.0,1.9,5.9,94.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Plock,2020-05-12,10.8,2.0,8.4,28.4,18.9,8.3,69.0,0.0,Patchy moderate snow,//cdn.weatherapi.com/weather/64x64/day/329.png
Jarocin,2020-08-23,23.7,16.3,21.0,19.8,0.4,9.9,71.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Gostyn,2020-01-16,7.8,3.9,6.2,17.6,0.0,10.0,81.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Szczecin,2020-08-07,28.5,17.1,25.4,11.2,0.5,9.9,67.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Jarocin,2018-10-01,16.3,6.7,12.8,17.6,0.0,10.0,60.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Pleszew,2019-10-09,15.9,10.0,13.6,21.2,5.3,9.6,81.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Wroclaw,2016-10-16,10.1,7.2,9.1,14.8,0.4,9.0,85.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Lublin,2017-09-23,17.1,12.9,15.5,23.4,1.9,9.6,85.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Szczecin,2017-07-15,22.0,9.9,20.1,11.2,0.1,10.0,62.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Belchatow,2018-07-07,23.2,14.4,21.0,21.6,0.0,10.0,65.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Krotoszyn,2020-05-19,17.8,11.1,15.8,25.2,1.3,9.2,79.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Belchatow,2017-07-08,24.1,12.9,21.6,13.7,2.2,8.6,80.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Belchatow,2018-07-12,21.9,13.8,19.8,16.2,2.9,8.9,74.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Belchatow,2020-01-05,1.1,-4.0,0.1,28.4,0.2,9.4,67.0,0.0,Patchy snow possible,//cdn.weatherapi.com/weather/64x64/day/179.png
Krotoszyn,2017-03-01,7.8,3.0,5.6,18.7,1.6,7.9,80.0,0.0,Light sleet,//cdn.weatherapi.com/weather/64x64/day/317.png
Krotoszyn,2017-03-14,9.8,-0.3,6.2,10.1,0.0,9.0,74.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Szczecin,2018-11-03,11.8,6.0,8.9,7.2,0.0,10.0,77.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Plock,2019-07-20,26.9,15.5,23.8,10.1,5.9,9.5,70.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Jarocin,2017-12-30,2.4,-0.7,1.1,31.0,2.1,9.8,69.0,0.0,Light sleet,//cdn.weatherapi.com/weather/64x64/day/317.png
Belchatow,2020-01-10,6.1,2.0,5.3,25.6,2.8,6.8,74.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Wroclaw,2019-12-27,3.5,1.1,2.7,18.4,3.2,7.1,87.0,0.0,Moderate or heavy snow showers,//cdn.weatherapi.com/weather/64x64/day/371.png
Wroclaw,2017-12-02,3.0,-0.7,1.7,9.0,0.4,8.1,86.0,0.0,Moderate snow,//cdn.weatherapi.com/weather/64x64/day/332.png
Jarocin,2019-12-15,7.8,2.7,5.7,28.8,1.6,9.3,79.0,0.0,Patchy light rain,//cdn.weatherapi.com/weather/64x64/day/293.png
Kutno,2018-07-26,27.7,17.7,25.0,13.7,4.1,8.8,75.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Pleszew,2020-11-29,1.0,-1.4,0.8,12.2,1.6,4.0,93.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Rawicz,2017-01-11,-2.5,-8.3,-4.7,20.9,3.0,9.0,77.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Bialystok,2018-09-28,16.5,7.9,13.3,27.4,0.34,10.0,80.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Bialystok,2017-09-27,17.0,8.6,13.9,21.2,0.0,10.0,72.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Kutno,2020-06-13,28.1,18.5,25.6,23.4,0.2,9.0,79.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Rawicz,2017-06-18,25.1,11.0,21.5,12.2,0.0,7.5,70.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Gostyn,2016-10-31,9.5,2.8,6.9,13.0,0.48,6.4,87.0,0.0,Fog,//cdn.weatherapi.com/weather/64x64/day/248.png
Lublin,2021-02-11,-8.5,-12.9,-10.3,27.7,11.9,1.5,94.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Krotoszyn,2017-12-21,2.5,-1.0,1.4,20.2,7.2,9.4,94.0,0.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png
Lodz,2020-08-24,22.0,16.7,20.1,16.9,0.3,9.9,63.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Lublin,2018-01-09,2.2,-2.0,-0.0,23.8,0.0,10.0,60.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Belchatow,2020-10-25,15.6,9.9,13.2,14.0,0.0,9.0,83.0,0.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png
Lodz,2019-06-03,26.5,16.7,24.2,14.8,0.0,10.0,67.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Jarocin,2016-10-24,12.1,5.3,9.3,11.9,6.4,8.0,90.0,0.0,Patchy light drizzle,//cdn.weatherapi.com/weather/64x64/day/263.png
Belchatow,2020-10-30,8.7,2.8,7.2,21.6,6.7,9.3,85.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Lodz,2019-04-06,16.1,7.9,13.3,23.0,0.0,10.0,68.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Wroclaw,2020-08-11,27.7,19.5,25.1,15.5,0.8,9.8,68.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Lodz,2020-11-09,9.8,0.0,7.9,10.4,0.0,10.0,80.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Lodz,2017-08-14,22.8,14.2,20.2,11.2,0.0,10.0,60.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Lodz,2017-06-09,24.7,12.8,22.0,13.3,0.0,10.0,57.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Jarocin,2019-09-03,21.5,12.8,18.6,14.4,0.0,10.0,57.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Wroclaw,2017-09-14,17.6,11.0,14.8,19.1,10.6,8.4,80.0,0.0,Moderate rain at times,//cdn.weatherapi.com/weather/64x64/day/299.png
Bialystok,2019-11-25,0.8,-7.2,-0.8,16.2,0.0,10.0,71.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Lublin,2018-09-15,17.9,12.9,15.9,17.3,9.6,9.4,85.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Bialystok,2019-11-30,3.3,-0.5,1.6,23.0,2.0,6.9,75.0,0.0,Moderate or heavy snow showers,//cdn.weatherapi.com/weather/64x64/day/371.png
Kutno,2019-04-21,17.3,4.9,13.8,16.9,0.0,10.0,60.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Bialystok,2020-02-17,9.8,4.7,8.3,29.2,1.7,8.9,69.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Jarocin,2020-07-15,24.0,13.5,21.5,17.6,1.6,9.3,71.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Rawicz,2019-09-19,14.7,6.5,11.8,21.6,0.6,10.0,69.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Szczecin,2020-09-20,21.3,9.9,17.4,9.7,0.0,10.0,51.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Bialystok,2020-02-02,6.2,3.5,5.6,35.3,18.7,8.8,77.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Pleszew,2017-02-12,-3.6,-6.6,-5.0,18.4,0.1,10.0,87.0,0.0,Patchy light snow,//cdn.weatherapi.com/weather/64x64/day/323.png
Lodz,2019-09-18,13.9,7.0,11.5,35.6,3.9,8.6,70.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Lodz,2019-12-30,4.3,-1.0,3.0,24.1,0.0,10.0,55.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Bialystok,2018-04-15,21.0,9.5,17.4,15.5,0.0,10.0,63.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Pleszew,2019-04-29,17.9,9.3,14.6,24.8,12.2,8.8,86.0,0.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png
Jarocin,2018-04-21,21.5,10.3,18.4,22.0,0.0,10.0,64.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Lodz,2019-07-05,17.1,12.3,16.1,26.3,1.4,7.3,72.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Wroclaw,2019-06-07,24.0,16.5,20.8,16.9,5.6,8.6,84.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Jarocin,2017-06-10,20.5,11.5,17.9,16.9,6.4,8.3,82.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Plock,2018-12-24,1.0,-1.6,0.2,24.5,0.7,8.4,81.0,0.0,Moderate snow,//cdn.weatherapi.com/weather/64x64/day/332.png
Lodz,2020-09-22,25.0,15.5,21.5,15.1,0.0,10.0,49.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Pleszew,2020-03-17,13.7,6.3,10.8,13.7,0.2,10.0,69.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Belchatow,2019-03-17,17.0,5.5,12.5,28.4,1.1,9.9,69.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Rawicz,2019-01-05,3.3,1.2,2.8,23.8,6.6,7.9,93.0,0.0,Moderate or heavy snow showers,//cdn.weatherapi.com/weather/64x64/day/371.png
Plock,2019-11-23,3.1,-0.3,1.7,25.9,0.0,10.0,65.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Krotoszyn,2021-01-09,-0.1,-3.0,-0.9,10.4,1.4,6.0,93.0,0.0,Light snow showers,//cdn.weatherapi.com/weather/64x64/day/368.png
Szczecin,2018-10-24,10.6,5.4,8.6,28.4,1.7,9.9,67.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Belchatow,2019-03-02,4.1,-1.7,1.8,9.7,0.0,10.0,61.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Lodz,2017-09-12,17.2,13.5,15.4,15.5,15.2,8.1,81.0,0.0,Patchy light rain,//cdn.weatherapi.com/weather/64x64/day/293.png
Rawicz,2020-05-14,13.3,6.1,10.9,12.2,2.7,9.6,80.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Rawicz,2020-10-14,10.7,7.8,9.8,40.7,62.7,5.6,90.0,0.0,Heavy rain,//cdn.weatherapi.com/weather/64x64/day/308.png
Gostyn,2018-05-25,23.0,12.1,20.5,19.1,3.0,8.8,74.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Gostyn,2018-10-25,11.8,5.1,10.8,33.8,4.3,6.9,79.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Belchatow,2019-12-22,6.0,5.4,5.8,18.7,5.8,8.5,92.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Kutno,2020-10-10,18.2,10.0,14.7,21.2,2.6,10.0,81.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Szczecin,2018-09-11,23.1,15.7,19.5,17.3,3.6,9.8,70.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Kutno,2018-11-25,4.3,0.9,3.0,9.4,0.1,6.0,93.0,0.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png
Pleszew,2020-05-09,18.9,7.0,15.5,6.8,0.0,10.0,63.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Kutno,2019-12-22,5.8,5.3,5.5,10.8,5.6,5.8,92.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Gostyn,2017-05-13,22.0,10.1,18.7,13.7,0.1,7.8,70.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Gostyn,2017-10-13,14.6,9.4,12.9,25.9,0.0,10.0,75.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Wroclaw,2017-06-22,29.7,13.0,26.2,13.0,0.0,10.0,57.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Krotoszyn,2020-08-24,21.8,14.9,19.6,15.5,1.7,9.9,69.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Krotoszyn,2020-08-31,20.3,14.3,17.3,23.8,5.0,9.5,80.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Lublin,2019-06-22,23.2,16.5,21.1,20.9,3.8,9.3,82.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Szczecin,2020-10-15,11.7,8.5,11.1,23.0,2.9,6.5,85.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Wroclaw,2018-04-13,20.2,11.6,17.5,20.2,1.5,9.8,72.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Wroclaw,2020-07-27,26.2,15.9,23.4,8.3,0.0,10.0,67.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Pleszew,2021-01-03,2.4,-6.3,1.3,15.5,3.8,6.3,92.0,0.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png
Wroclaw,2020-04-18,15.4,4.3,12.0,13.7,0.0,10.0,56.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Kutno,2019-12-15,7.5,3.6,5.7,29.5,2.2,9.0,79.0,0.0,Patchy light drizzle,//cdn.weatherapi.com/weather/64x64/day/263.png
Kutno,2017-09-29,14.8,7.7,12.1,20.5,0.0,10.0,68.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Pleszew,2019-01-08,2.5,-1.3,2.0,24.8,5.3,9.4,92.0,0.0,Light sleet,//cdn.weatherapi.com/weather/64x64/day/317.png
Gostyn,2017-07-22,27.5,16.8,24.9,18.0,3.2,9.5,73.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Plock,2017-06-02,19.8,8.1,17.2,18.0,0.0,10.0,64.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Gostyn,2017-12-22,5.0,2.3,4.2,23.0,0.5,10.0,90.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Belchatow,2020-04-17,12.7,6.4,10.8,20.5,0.0,10.0,57.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Wroclaw,2019-03-26,7.6,1.3,5.5,35.6,0.8,10.0,77.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Krotoszyn,2018-06-09,27.4,16.3,24.7,14.8,5.0,9.9,67.0,0.0,Patchy light rain with thunder,//cdn.weatherapi.com/weather/64x64/day/386.png
Krotoszyn,2017-06-13,19.1,12.1,17.0,25.6,1.0,10.0,71.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Jarocin,2017-03-31,20.3,8.5,16.2,13.3,0.0,7.8,78.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Pleszew,2018-05-02,20.7,8.5,17.2,20.2,5.4,9.6,71.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Krotoszyn,2017-06-06,23.0,14.0,20.7,18.4,14.8,8.3,77.0,0.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png
Belchatow,2020-04-02,8.1,0.2,5.7,22.3,0.0,10.0,61.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Belchatow,2018-02-15,-0.1,-1.7,-1.0,16.2,0.2,10.0,77.0,0.0,Light snow,//cdn.weatherapi.com/weather/64x64/day/326.png
Lublin,2019-11-13,15.0,10.7,13.8,22.3,0.7,9.9,70.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Lublin,2019-04-13,11.6,3.7,8.5,18.7,0.5,10.0,64.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Szczecin,2017-02-22,8.1,1.8,6.6,26.6,6.9,7.4,93.0,0.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png
Szczecin,2019-09-15,20.7,9.7,17.3,23.8,0.7,9.0,63.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Kutno,2020-10-27,11.0,9.5,10.5,15.5,0.7,9.0,86.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Bialystok,2019-05-17,20.0,14.4,18.2,23.8,11.0,7.6,90.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Bialystok,2019-05-02,9.6,6.6,9.1,27.7,1.7,9.9,79.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Kutno,2018-11-12,13.8,7.4,11.0,15.1,0.0,10.0,79.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Lublin,2016-11-25,4.9,0.2,2.3,8.3,0.6,6.8,89.0,0.0,Patchy light drizzle,//cdn.weatherapi.com/weather/64x64/day/263.png
Gostyn,2021-03-05,4.0,-1.3,1.7,18.7,1.3,7.9,69.0,0.0,Moderate or heavy snow showers,//cdn.weatherapi.com/weather/64x64/day/371.png
Plock,2019-11-14,7.6,3.2,5.6,13.7,2.1,9.9,82.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Kutno,2017-05-03,11.6,6.0,9.9,18.0,0.2,9.0,83.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Gostyn,2018-07-14,23.9,15.1,21.7,23.4,10.3,9.0,79.0,0.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png
Szczecin,2019-10-20,16.4,10.8,13.8,9.7,0.7,9.3,86.0,0.0,Patchy light drizzle,//cdn.weatherapi.com/weather/64x64/day/263.png
Lodz,2018-11-01,16.3,9.4,13.8,22.0,0.0,10.0,65.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Gostyn,2018-12-14,1.0,-1.6,-0.2,13.3,0.1,10.0,76.0,0.0,Light snow,//cdn.weatherapi.com/weather/64x64/day/326.png
Rawicz,2020-07-25,25.3,15.0,22.5,10.4,0.0,10.0,64.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Rawicz,2020-12-25,3.8,1.6,3.2,24.1,2.0,7.2,84.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Rawicz,2020-08-30,19.1,15.2,17.3,18.7,11.8,7.2,83.0,0.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png
Jarocin,2019-03-14,9.2,4.0,7.3,30.6,3.1,7.8,69.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Gostyn,2018-08-01,32.4,21.2,29.1,14.0,0.0,10.0,56.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Wroclaw,2017-03-03,10.1,2.9,7.0,15.1,0.0,10.0,75.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Plock,2018-12-13,1.0,-0.9,0.5,12.2,0.4,9.4,83.0,0.0,Light snow,//cdn.weatherapi.com/weather/64x64/day/326.png
Pleszew,2019-07-16,19.0,13.2,16.1,24.8,0.6,9.8,74.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Wroclaw,2020-02-06,2.6,-0.2,1.6,26.6,0.3,9.4,86.0,0.0,Moderate snow,//cdn.weatherapi.com/weather/64x64/day/332.png
Belchatow,2019-02-19,9.9,2.4,7.1,21.6,0.4,9.9,72.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Kutno,2019-07-13,20.5,14.0,18.3,11.5,12.0,9.1,81.0,0.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png
Lublin,2017-08-14,22.5,12.7,19.6,14.8,0.0,10.0,68.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Krotoszyn,2019-06-10,29.5,16.4,26.2,20.2,0.2,9.9,70.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Krotoszyn,2019-06-05,27.2,17.5,24.5,18.4,5.2,9.5,73.0,0.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png
Lodz,2018-06-25,17.6,9.1,15.8,17.3,3.5,8.9,81.0,0.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png
Gostyn,2019-11-30,3.7,0.0,1.7,27.4,0.0,10.0,78.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Rawicz,2018-07-19,19.6,17.0,18.7,20.5,2.8,7.9,93.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Wroclaw,2017-04-26,7.5,4.0,6.6,4.7,7.3,6.9,90.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Kutno,2020-05-21,13.1,2.6,10.5,21.2,0.2,10.0,67.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Gostyn,2019-04-30,18.2,7.2,14.8,17.6,0.4,9.9,70.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Rawicz,2018-12-19,2.4,-1.0,0.7,22.3,0.2,9.0,83.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Bialystok,2020-03-19,11.5,4.9,9.8,19.8,1.2,8.9,78.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Gostyn,2020-07-28,29.7,18.0,26.3,22.3,0.0,10.0,61.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Bialystok,2017-05-14,19.2,7.0,16.9,7.2,0.3,8.0,68.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Bialystok,2017-05-01,11.8,1.2,8.9,13.3,0.0,10.0,72.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
