city,day,maxtemp_c,mintemp_c,avgtemp_c,maxwind_kph,totalprecip_mm,avgvis_km,avghumidity,uv,text,icon
Kutno,2020-12-05,9.3,4.2,7.6,26.6,0.0,10.0,76.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Szczecin,2020-06-04,19.6,9.6,16.8,21.6,0.6,8.6,70.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Pleszew,2019-10-05,10.5,5.9,9.4,25.9,3.7,7.8,76.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Szczecin,2017-09-16,17.7,8.2,14.5,12.2,0.0,10.0,72.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Szczecin,2019-02-21,9.9,5.9,7.9,20.9,8.5,7.1,87.0,0.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png
Gostyn,2017-02-27,11.6,3.0,7.9,16.9,0.0,7.0,86.0,0.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png
Lublin,2020-10-07,17.7,10.8,14.9,16.2,2.4,10.0,80.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Bialystok,2020-05-17,14.1,4.8,12.0,23.8,1.4,9.8,78.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Lublin,2020-05-07,12.7,3.6,10.0,29.5,2.0,9.6,74.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Bialystok,2020-05-02,17.0,9.7,14.2,14.8,7.9,8.2,80.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Plock,2017-04-20,7.5,-1.9,4.2,16.6,0.0,10.0,62.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Bialystok,2018-03-15,3.1,-1.5,0.8,16.2,0.2,9.6,67.0,0.0,Patchy moderate snow,//cdn.weatherapi.com/weather/64x64/day/329.png
Plock,2018-10-31,14.9,9.4,12.2,18.7,0.0,10.0,64.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Rawicz,2019-09-24,20.4,10.9,16.9,12.2,0.0,10.0,72.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Krotoszyn,2018-09-26,13.4,5.2,10.9,24.8,0.0,10.0,58.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Lodz,2017-11-21,4.0,-0.1,2.3,10.1,0.3,7.4,91.0,0.0,Freezing fog,//cdn.weatherapi.com/weather/64x64/day/260.png
Krotoszyn,2017-09-29,15.2,8.4,12.4,19.4,0.0,10.0,70.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Pleszew,2018-09-07,25.8,15.2,22.6,9.4,0.0,10.0,61.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Wroclaw,2017-09-18,18.1,9.5,14.8,17.6,0.8,9.8,68.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Lodz,2017-04-14,8.8,3.9,6.7,27.0,1.1,10.0,82.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Szczecin,2017-10-23,11.5,8.6,10.0,10.1,1.4,7.0,89.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Lodz,2019-08-06,27.5,17.1,24.6,14.8,7.0,9.4,66.0,0.0,Thundery outbreaks possible,//cdn.weatherapi.com/weather/64x64/day/200.png
Plock,2020-11-04,10.1,5.2,8.6,11.5,1.8,9.9,82.0,0.0,Patchy light rain,//cdn.weatherapi.com/weather/64x64/day/293.png
Lodz,2020-06-21,24.0,17.6,21.7,14.0,16.5,9.1,84.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Bialystok,2018-12-20,-5.8,-6.4,-6.1,19.4,1.7,8.4,92.0,0.0,Moderate snow,//cdn.weatherapi.com/weather/64x64/day/332.png
Lodz,2020-04-24,16.9,8.4,14.4,19.4,1.7,9.8,60.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Rawicz,2020-02-20,5.7,0.5,3.8,24.1,0.1,10.0,75.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Pleszew,2017-10-20,18.3,10.4,14.5,15.8,0.0,10.0,79.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Gostyn,2021-01-09,0.6,-1.2,-0.2,12.2,0.9,7.8,92.0,0.0,Light snow showers,//cdn.weatherapi.com/weather/64x64/day/368.png
Jarocin,2016-10-28,11.2,7.6,10.4,25.6,1.0,9.0,92.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Gostyn,2018-02-11,2.6,-3.2,0.3,18.0,0.4,9.0,75.0,0.0,Light snow,//cdn.weatherapi.com/weather/64x64/day/326.png
Lodz,2017-06-11,23.6,11.7,21.2,9.4,0.0,8.0,66.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Pleszew,2020-11-25,4.4,0.5,2.5,11.2,0.0,10.0,75.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Szczecin,2019-04-29,18.0,6.2,13.0,18.4,1.5,8.5,75.0,0.0,Moderate or heavy rain with thunder,//cdn.weatherapi.com/weather/64x64/day/389.png
Gostyn,2018-10-18,19.6,11.1,15.8,10.1,0.0,10.0,68.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Gostyn,2018-05-18,18.3,10.3,15.5,23.8,3.4,9.8,86.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Kutno,2017-07-21,22.6,16.8,21.6,10.8,9.5,9.4,83.0,0.0,Moderate rain at times,//cdn.weatherapi.com/weather/64x64/day/299.png
Rawicz,2020-10-29,11.1,6.9,9.8,21.2,1.4,9.8,80.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Lodz,2020-11-11,7.7,3.6,6.2,14.0,0.0,10.0,87.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Krotoszyn,2016-11-24,8.7,4.2,6.3,8.6,0.0,6.0,93.0,0.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png
Pleszew,2018-12-11,3.0,1.6,2.5,16.9,2.6,5.6,89.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Rawicz,2020-05-29,15.8,5.7,12.8,24.5,0.0,10.0,72.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Szczecin,2021-02-10,-7.1,-12.3,-8.8,9.7,0.4,7.8,91.0,0.0,Moderate snow,//cdn.weatherapi.com/weather/64x64/day/332.png
Jarocin,2019-12-19,8.7,3.6,6.4,21.2,0.0,10.0,84.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Bialystok,2019-02-17,5.5,1.7,4.3,17.6,0.3,10.0,87.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Bialystok,2019-02-02,3.1,-1.6,2.0,25.6,3.8,7.7,93.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Rawicz,2019-03-09,10.1,3.9,8.2,41.4,8.4,8.9,73.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Jarocin,2019-11-26,7.6,2.8,5.1,11.9,0.0,10.0,87.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Szczecin,2020-02-14,4.4,1.9,3.5,14.4,2.2,7.6,90.0,0.0,Light sleet,//cdn.weatherapi.com/weather/64x64/day/317.png
Lublin,2016-11-18,8.5,2.0,5.9,18.4,0.1,10.0,91.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Rawicz,2020-12-18,5.8,2.1,4.3,14.0,0.0,10.0,88.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Lodz,2016-12-10,9.0,5.8,8.2,25.9,2.9,5.9,92.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Rawicz,2020-07-18,25.2,13.7,22.0,12.6,0.6,9.8,72.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Kutno,2017-07-16,22.7,10.0,20.2,11.2,0.0,10.0,60.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Gostyn,2018-12-29,5.3,4.9,5.0,20.2,1.1,6.0,88.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Gostyn,2018-07-29,28.5,19.5,25.8,16.2,3.2,9.8,69.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Belchatow,2020-03-17,12.9,5.0,9.9,16.2,0.2,10.0,69.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Krotoszyn,2017-01-13,2.2,-1.1,1.0,26.3,2.9,7.0,93.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Krotoszyn,2018-01-09,4.5,-0.4,2.3,32.0,0.0,10.0,43.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Plock,2018-10-06,18.6,9.2,15.0,19.4,0.0,10.0,62.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Krotoszyn,2017-01-06,-7.4,-12.5,-9.0,16.6,2.0,5.9,87.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Belchatow,2020-03-02,6.8,3.7,5.1,15.8,15.5,8.0,85.0,0.0,Heavy rain,//cdn.weatherapi.com/weather/64x64/day/308.png
Belchatow,2018-05-15,18.3,8.6,15.5,15.5,0.9,8.6,77.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Lodz,2016-10-15,11.4,5.2,8.1,24.8,0.1,10.0,76.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Kutno,2017-02-09,-5.9,-10.2,-7.2,14.8,0.3,7.0,92.0,0.0,Light snow,//cdn.weatherapi.com/weather/64x64/day/326.png
Pleszew,2017-08-09,27.1,15.8,24.4,17.3,0.0,10.0,65.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Wroclaw,2018-08-16,26.0,16.6,23.7,9.7,0.2,10.0,58.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Szczecin,2016-10-27,9.8,3.8,8.0,13.3,0.8,2.8,95.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Krotoszyn,2018-10-29,10.2,4.4,7.6,27.7,10.2,9.1,88.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Belchatow,2020-12-22,5.1,-0.7,3.1,30.2,5.6,9.6,88.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Krotoszyn,2017-10-26,12.3,9.6,11.3,22.7,1.2,10.0,87.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Lublin,2019-03-27,6.6,-0.8,4.1,29.9,0.1,9.0,59.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Jarocin,2018-08-24,28.1,18.9,24.1,16.2,15.9,8.5,69.0,0.0,Torrential rain shower,//cdn.weatherapi.com/weather/64x64/day/359.png
Plock,2017-04-17,8.7,-0.7,5.8,17.6,0.0,10.0,61.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Szczecin,2018-02-25,-1.8,-5.8,-3.5,13.7,0.3,8.6,58.0,0.0,Moderate snow,//cdn.weatherapi.com/weather/64x64/day/332.png
Lublin,2020-08-23,23.5,18.2,20.6,15.5,16.8,9.0,83.0,0.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png
Plock,2017-01-08,-6.1,-9.8,-8.1,7.9,0.0,10.0,82.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Jarocin,2020-10-06,15.8,10.8,13.8,29.5,0.6,9.5,74.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Krotoszyn,2019-08-24,26.4,17.1,23.4,17.6,0.0,10.0,62.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Krotoszyn,2019-08-31,29.2,19.7,26.4,21.2,0.2,9.9,63.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Wroclaw,2019-11-14,7.9,2.9,5.0,20.2,2.7,9.6,84.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Jarocin,2017-11-03,10.0,8.3,9.1,18.7,0.5,10.0,87.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Kutno,2017-11-15,5.5,3.0,4.6,20.5,0.1,10.0,88.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Plock,2019-05-02,10.4,7.9,9.2,28.1,0.7,10.0,78.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Bialystok,2018-06-07,20.8,7.1,18.0,8.3,0.0,10.0,62.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Bialystok,2017-06-08,21.8,10.2,19.0,13.3,0.1,10.0,57.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Bialystok,2018-06-12,22.2,12.3,18.9,20.5,0.06,8.0,80.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Plock,2021-01-28,1.0,-2.9,-0.5,20.9,2.0,6.8,91.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Gostyn,2020-04-13,10.1,2.5,9.2,27.0,4.7,9.6,69.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Szczecin,2019-07-16,16.9,12.8,16.1,19.4,1.1,8.9,80.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Gostyn,2020-11-13,9.2,4.6,7.4,14.4,0.1,9.0,85.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Plock,2020-07-30,19.6,12.0,17.7,24.8,0.0,10.0,65.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Rawicz,2018-04-22,20.4,10.1,16.9,13.0,0.0,10.0,55.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Wroclaw,2017-05-11,20.3,4.0,17.2,13.0,0.0,10.0,63.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Jarocin,2019-05-06,11.5,4.6,9.8,19.8,0.5,9.9,62.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Rawicz,2018-11-22,2.6,-1.4,0.8,17.3,0.0,10.0,79.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Pleszew,2019-01-04,0.6,-2.6,-1.0,20.9,4.7,6.8,81.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Kutno,2016-12-12,2.5,-2.2,-0.2,26.3,3.2,7.1,75.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Krotoszyn,2019-05-19,23.1,13.1,20.5,10.4,8.3,9.5,77.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Wroclaw,2018-07-20,25.6,15.0,22.8,15.5,0.0,10.0,67.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Belchatow,2019-01-05,1.2,-0.1,0.8,24.8,14.2,3.9,95.0,0.0,Moderate or heavy snow showers,//cdn.weatherapi.com/weather/64x64/day/371.png
Wroclaw,2020-04-14,8.0,1.2,5.6,27.4,0.1,10.0,53.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Belchatow,2019-01-10,-3.3,-6.4,-4.2,12.6,2.2,5.1,94.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Plock,2018-06-05,22.4,11.2,19.8,22.3,2.0,7.8,77.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Szczecin,2018-03-02,-5.4,-11.4,-7.9,15.1,0.0,10.0,52.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Jarocin,2020-04-26,14.3,5.5,11.5,13.0,0.0,10.0,60.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Plock,2019-09-28,17.9,12.7,16.0,18.0,24.5,8.5,81.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Plock,2017-12-14,4.0,0.4,3.1,31.0,5.9,9.4,73.0,0.0,Moderate or heavy sleet,//cdn.weatherapi.com/weather/64x64/day/320.png
Pleszew,2017-01-21,0.6,-1.1,-0.0,12.2,0.0,0.0,98.0,0.0,Freezing fog,//cdn.weatherapi.com/weather/64x64/day/260.png
Lodz,2018-11-19,3.0,0.5,1.7,24.8,0.3,8.8,83.0,0.0,Moderate snow,//cdn.weatherapi.com/weather/64x64/day/332.png
Kutno,2019-06-03,26.6,15.5,24.1,14.4,0.0,10.0,68.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Jarocin,2018-07-12,21.3,13.0,19.3,16.9,14.7,6.4,79.0,0.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png
Jarocin,2019-03-18,8.1,4.1,6.4,31.0,3.3,9.5,69.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Pleszew,2018-03-10,10.3,1.0,7.1,13.3,0.3,9.9,75.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Jarocin,2017-05-23,23.8,8.1,20.4,9.0,0.0,10.0,62.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Belchatow,2019-10-25,18.1,11.9,15.2,18.4,0.0,10.0,74.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Belchatow,2019-10-30,7.5,3.5,5.6,9.0,0.0,10.0,73.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Lodz,2016-11-13,2.4,-1.9,0.5,15.8,1.2,7.4,86.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Belchatow,2018-08-28,21.1,14.9,18.5,15.8,0.4,10.0,63.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Belchatow,2017-08-27,26.1,16.4,23.1,29.2,1.0,9.9,66.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Lodz,2018-06-29,26.1,14.1,23.2,24.8,1.2,9.8,73.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Plock,2016-11-13,3.6,-2.3,1.5,16.6,0.6,9.0,87.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Rawicz,2017-04-14,11.0,5.0,8.0,22.0,2.2,10.0,76.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Rawicz,2017-11-14,5.8,-0.1,3.1,19.4,0.1,8.0,88.0,0.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png
Bialystok,2020-11-25,4.6,1.0,2.8,14.0,0.0,10.0,82.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Kutno,2018-05-04,18.6,9.3,15.1,20.2,7.4,9.6,74.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Bialystok,2020-11-30,-0.2,-2.5,-1.2,12.6,2.6,5.0,91.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Lublin,2018-03-05,0.3,-8.6,-2.8,18.0,0.0,10.0,83.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Szczecin,2020-07-23,20.3,9.8,17.7,11.2,0.0,10.0,68.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Krotoszyn,2020-02-19,5.7,2.8,4.3,26.6,3.8,8.9,75.0,0.0,Light sleet,//cdn.weatherapi.com/weather/64x64/day/317.png
Lodz,2017-10-27,11.1,7.6,9.9,23.8,5.9,9.8,82.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Kutno,2020-04-06,16.1,3.6,12.0,16.9,0.0,10.0,54.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Belchatow,2020-06-05,14.7,12.3,14.2,27.0,2.5,9.8,86.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Lodz,2020-12-12,2.7,-1.3,1.9,16.9,0.0,8.0,95.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Krotoszyn,2017-04-01,21.0,9.8,17.1,16.6,0.0,10.0,69.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Krotoszyn,2017-04-14,10.0,4.5,7.1,23.4,3.2,8.9,80.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Belchatow,2020-06-10,19.4,12.5,17.5,15.5,0.0,8.8,87.0,0.0,Fog,//cdn.weatherapi.com/weather/64x64/day/248.png
Plock,2016-11-24,7.4,2.5,5.8,12.6,0.0,6.8,92.0,0.0,Fog,//cdn.weatherapi.com/weather/64x64/day/248.png
Lodz,2020-07-27,24.8,17.0,22.1,10.8,3.3,8.9,71.0,0.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png
Lodz,2019-12-28,-0.3,-1.5,-0.6,25.9,4.5,4.8,84.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Rawicz,2017-06-25,26.2,15.0,23.1,19.1,2.6,8.8,75.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Lodz,2017-05-12,19.2,5.2,15.7,18.4,0.1,9.0,79.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Rawicz,2017-09-30,18.9,9.2,15.2,21.2,0.0,10.0,68.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Bialystok,2021-01-07,2.2,-1.3,1.5,12.6,0.6,8.1,93.0,0.0,Moderate snow,//cdn.weatherapi.com/weather/64x64/day/332.png
Lodz,2017-07-17,22.1,14.6,19.3,15.1,2.2,8.1,75.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Bialystok,2021-01-12,-1.6,-5.1,-2.4,22.7,0.7,9.3,86.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Plock,2017-12-23,7.0,2.3,4.1,37.4,2.1,7.9,90.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Jarocin,2021-03-13,7.9,0.1,6.0,29.9,2.9,7.7,76.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Bialystok,2019-07-05,17.1,9.4,13.9,26.3,9.0,8.1,79.0,0.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png
Bialystok,2019-07-10,14.9,10.6,13.4,22.3,9.2,8.4,91.0,0.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png
Lodz,2020-05-22,14.1,5.4,11.4,11.2,0.0,10.0,54.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Wroclaw,2018-02-01,6.1,3.2,5.0,19.8,3.4,5.8,82.0,0.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png
Lublin,2018-09-28,20.7,10.5,16.0,24.1,0.05,10.0,70.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Lodz,2019-05-18,22.8,12.5,19.5,11.2,0.0,9.0,76.0,0.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png
Lodz,2020-10-17,7.8,6.2,6.9,17.3,0.4,8.0,83.0,0.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png
Szczecin,2017-08-31,25.6,15.2,21.8,17.3,9.1,8.8,78.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Pleszew,2019-04-25,23.4,13.0,20.2,23.0,1.8,9.9,67.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Kutno,2020-01-19,3.1,-5.2,1.9,10.1,0.0,10.0,84.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Szczecin,2019-03-06,9.8,1.0,6.8,23.0,0.3,8.0,73.0,0.0,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png
Lodz,2017-12-22,2.6,0.9,2.1,24.8,1.0,8.9,95.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Jarocin,2020-07-19,26.0,16.2,23.1,13.3,0.8,9.9,75.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Rawicz,2018-06-13,18.6,11.6,17.1,9.4,0.9,9.0,80.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Jarocin,2020-01-07,2.6,-3.0,1.6,12.6,0.0,10.0,85.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Szczecin,2017-11-04,10.5,6.5,8.3,18.4,0.5,9.9,83.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Plock,2020-07-07,16.4,11.5,15.1,19.8,0.2,10.0,71.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Gostyn,2020-06-22,23.0,13.2,20.1,24.8,0.8,10.0,77.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Lublin,2017-01-02,0.0,-2.4,-1.0,17.3,0.5,8.4,73.0,0.0,Heavy snow,//cdn.weatherapi.com/weather/64x64/day/338.png
Rawicz,2021-02-02,2.2,-5.6,0.6,16.6,1.6,7.7,91.0,0.0,Fog,//cdn.weatherapi.com/weather/64x64/day/248.png
Kutno,2018-09-19,27.5,17.3,23.6,14.8,0.0,10.0,58.0,0.0,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png
Kutno,2016-12-25,4.2,2.6,3.4,25.6,4.9,7.6,93.0,0.0,Patchy light snow,//cdn.weatherapi.com/weather/64x64/day/323.png
Szczecin,2018-07-12,19.9,15.5,18.1,15.5,42.3,6.8,93.0,0.0,Moderate or heavy rain with thunder,//cdn.weatherapi.com/weather/64x64/day/389.png
Pleszew,2020-05-05,10.5,3.9,8.5,25.6,6.3,9.4,77.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Belchatow,2018-11-27,1.2,-2.3,-0.8,13.3,0.0,10.0,76.0,0.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png
Kutno,2017-11-22,4.3,0.3,2.9,19.1,5.5,7.5,92.0,0.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png
Belchatow,2017-11-28,4.2,0.8,2.6,23.8,0.3,10.0,69.0,0.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png
Plock,2020-02-18,7.4,3.5,6.4,28.4,0.5,10.0,74.0,0.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png
Rawicz,2018-09-06,23.8,14.8,20.8,10.1,0.2,9.9,67.0,0.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png
Lublin,2017-05-23,22.1,10.9,20.0,7.9,6.5,8.4,73.0,0.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png
